key,colony_id,colony_id_event_1,colony_id_event_2,SillySource,pass_geno_QA_all,pass_geno_QA_event_1,pass_geno_QA_event_2,silly,fish_id_LOKI,location,lifestage,event,fish_no,date,sex,card,col,FL,weight,MEF,age_FW,age_SW,age_final,tag_type,tag_no,cinch,BY,release_YR,comment,genetic_sample,recapture
gillnet_1,Chilkat_adults_155,Chilkat_event_1_155,NA,KCHILGN20_1,TRUE,TRUE,FALSE,KCHILGN20,1,gillnet,adult,1,1,2020-06-09,M,1,1,NA,NA,820,1,3,1.3,S,1904,NA,NA,NA,NA,YES,FALSE
gillnet_2,Chilkat_adults_156,Chilkat_event_1_156,NA,KCHILGN20_2,TRUE,TRUE,FALSE,KCHILGN20,2,gillnet,adult,1,2,2020-06-09,M,1,2,NA,NA,650,1,2,1.2,S,1905,NA,NA,NA,NA,YES,FALSE
gillnet_3,Chilkat_adults_157,Chilkat_event_1_157,NA,KCHILGN20_3,TRUE,TRUE,FALSE,KCHILGN20,3,gillnet,adult,1,3,2020-06-09,F,1,3,NA,NA,855,1,4,1.4,S,1906,NA,NA,NA,NA,YES,FALSE
gillnet_4,Chilkat_adults_158,Chilkat_event_1_158,NA,KCHILGN20_4,TRUE,TRUE,FALSE,KCHILGN20,4,gillnet,adult,1,4,2020-06-11,F,1,4,NA,NA,810,1,3,1.3,S,1907,NA,NA,NA,recovered Tahini 8.6.2020 F 780,YES,FALSE
gillnet_5,Chilkat_adults_159,Chilkat_event_1_159,NA,KCHILGN20_5,TRUE,TRUE,FALSE,KCHILGN20,5,gillnet,adult,1,5,2020-06-12,F,1,5,NA,NA,800,1,4,1.4,S,1908,NA,NA,NA,NA,YES,FALSE
gillnet_6,Chilkat_adults_160,Chilkat_event_1_160,NA,KCHILGN20_6,TRUE,TRUE,FALSE,KCHILGN20,6,gillnet,adult,1,6,2020-06-17,F,1,6,NA,NA,840,1,3,1.3,S,1909,NA,NA,NA,NA,YES,FALSE
gillnet_7,Chilkat_adults_161,Chilkat_event_1_161,NA,KCHILGN20_7,TRUE,TRUE,FALSE,KCHILGN20,7,gillnet,adult,1,7,2020-06-17,M,1,7,NA,NA,660,1,2,1.2,S,1910,NA,NA,NA,NA,YES,FALSE
gillnet_8,Chilkat_adults_162,Chilkat_event_1_162,NA,KCHILGN20_8,TRUE,TRUE,FALSE,KCHILGN20,8,gillnet,adult,1,8,2020-06-18,F,1,8,NA,NA,850,1,3,1.3,S,1911,NA,NA,NA,NA,YES,FALSE
gillnet_9,Chilkat_adults_163,Chilkat_event_1_163,NA,KCHILGN20_9,TRUE,TRUE,FALSE,KCHILGN20,9,gillnet,adult,1,9,2020-06-18,M,1,9,NA,NA,920,1,3,1.3,S,1912,NA,NA,NA,NA,YES,FALSE
gillnet_10,Chilkat_adults_164,Chilkat_event_1_164,NA,KCHILGN20_10,TRUE,TRUE,FALSE,KCHILGN20,10,gillnet,adult,1,10,2020-06-19,F,1,10,NA,NA,790,1,4,1.4,S,1913,NA,NA,NA,NA,YES,FALSE
gillnet_11,Chilkat_adults_165,Chilkat_event_1_165,NA,KCHILGN20_11,TRUE,TRUE,FALSE,KCHILGN20,11,gillnet,adult,1,11,2020-06-19,M,2,1,NA,NA,805,1,3,1.3,S,1914,NA,NA,NA,NA,YES,FALSE
gillnet_12,Chilkat_adults_166,Chilkat_event_1_166,NA,KCHILGN20_12,TRUE,TRUE,FALSE,KCHILGN20,12,gillnet,adult,1,12,2020-06-20,M,2,2,NA,NA,910,1,4,1.4,S,1915,NA,NA,NA,NA,YES,FALSE
gillnet_13,Chilkat_adults_167,Chilkat_event_1_167,NA,KCHILGN20_13,TRUE,TRUE,FALSE,KCHILGN20,13,gillnet,adult,1,13,2020-06-20,F,2,3,NA,NA,850,1,4,1.4,S,1916,NA,NA,NA,NA,YES,FALSE
gillnet_14,Chilkat_adults_168,Chilkat_event_1_168,NA,KCHILGN20_14,TRUE,TRUE,FALSE,KCHILGN20,14,gillnet,adult,1,14,2020-06-20,M,2,4,NA,NA,775,1,3,1.3,S,1917,NA,NA,NA,recovered Big Boulder 7.31.2020 M 745,YES,FALSE
gillnet_15,Chilkat_adults_169,Chilkat_event_1_169,NA,KCHILGN20_15,TRUE,TRUE,FALSE,KCHILGN20,15,gillnet,adult,1,15,2020-06-21,M,2,5,NA,NA,630,1,2,1.2,S,1918,NA,NA,NA,NA,YES,FALSE
gillnet_16,Chilkat_adults_170,Chilkat_event_1_170,NA,KCHILGN20_16,TRUE,TRUE,FALSE,KCHILGN20,16,gillnet,adult,1,16,2020-06-21,F,2,6,NA,NA,875,1,3,1.3,S,1919,NA,NA,NA,NA,YES,FALSE
gillnet_17,Chilkat_adults_171,Chilkat_event_1_171,NA,KCHILGN20_17,TRUE,TRUE,FALSE,KCHILGN20,17,gillnet,adult,1,17,2020-06-21,M,2,7,NA,NA,920,1,3,1.3,S,1920,NA,NA,NA,NA,YES,FALSE
gillnet_18,Chilkat_adults_172,Chilkat_event_1_172,NA,KCHILGN20_18,TRUE,TRUE,FALSE,KCHILGN20,18,gillnet,adult,1,18,2020-06-21,M,2,8,NA,NA,880,1,4,1.4,S,1921,NA,NA,NA,NA,YES,FALSE
gillnet_19,Chilkat_adults_173,Chilkat_event_1_173,NA,KCHILGN20_19,TRUE,TRUE,FALSE,KCHILGN20,19,gillnet,adult,1,19,2020-06-22,F,3,1,NA,NA,890,1,3,1.3,S,1922,NA,NA,NA,NA,YES,FALSE
gillnet_20,Chilkat_adults_174,Chilkat_event_1_174,NA,KCHILGN20_20,TRUE,TRUE,FALSE,KCHILGN20,20,gillnet,adult,1,20,2020-06-22,M,3,2,NA,NA,630,1,3,1.3,S,1923,NA,NA,NA,NA,YES,FALSE
gillnet_21,Chilkat_adults_175,Chilkat_event_1_175,NA,KCHILGN20_21,TRUE,TRUE,FALSE,KCHILGN20,21,gillnet,adult,1,21,2020-06-22,F,3,3,NA,NA,940,1,4,1.4,S,1924,NA,NA,NA,NA,YES,FALSE
gillnet_22,Chilkat_adults_176,Chilkat_event_1_176,NA,KCHILGN20_22,TRUE,TRUE,FALSE,KCHILGN20,22,gillnet,adult,1,22,2020-06-22,M,3,4,NA,NA,900,1,3,1.3,S,1925,NA,NA,NA,NA,YES,FALSE
gillnet_23,Chilkat_adults_177,Chilkat_event_1_177,NA,KCHILGN20_23,TRUE,TRUE,FALSE,KCHILGN20,23,gillnet,adult,1,23,2020-06-22,F,3,5,NA,NA,800,1,3,1.3,S,1926,NA,NA,NA,recovered Tahini 8.3.2020 F 820,YES,FALSE
gillnet_24,Chilkat_adults_178,Chilkat_event_1_178,NA,KCHILGN20_24,TRUE,TRUE,FALSE,KCHILGN20,24,gillnet,adult,1,24,2020-06-22,M,3,6,NA,NA,950,1,4,1.4,S,1927,NA,NA,NA,NA,YES,FALSE
gillnet_25,Chilkat_adults_179,Chilkat_event_1_179,NA,KCHILGN20_25,TRUE,TRUE,FALSE,KCHILGN20,25,gillnet,adult,1,25,2020-06-22,M,3,7,NA,NA,850,1,3,1.3,S,1928,NA,NA,NA,NA,YES,FALSE
gillnet_26,Chilkat_adults_180,Chilkat_event_1_180,NA,KCHILGN20_26,FALSE,TRUE,FALSE,KCHILGN20,26,gillnet,adult,1,26,2020-06-23,F,4,1,NA,NA,780,1,3,1.3,S,1929,NA,NA,NA,recovered Tahini 8.11.2020 F 830,YES,FALSE
gillnet_27,Chilkat_adults_181,Chilkat_event_1_181,NA,KCHILGN20_27,TRUE,TRUE,FALSE,KCHILGN20,27,gillnet,adult,1,27,2020-06-23,F,4,2,NA,NA,830,1,3,1.3,S,1930,NA,NA,NA,NA,YES,FALSE
gillnet_28,Chilkat_adults_182,Chilkat_event_1_182,NA,KCHILGN20_28,TRUE,TRUE,FALSE,KCHILGN20,28,gillnet,adult,1,28,2020-06-23,F,4,3,NA,NA,820,1,3,1.3,S,1931,NA,NA,NA,NA,YES,FALSE
gillnet_29,Chilkat_adults_183,Chilkat_event_1_183,NA,KCHILGN20_29,TRUE,TRUE,FALSE,KCHILGN20,29,gillnet,adult,1,29,2020-06-23,F,4,4,NA,NA,850,1,3,1.3,S,1932,NA,NA,NA,NA,YES,FALSE
gillnet_30,Chilkat_adults_184,Chilkat_event_1_184,NA,KCHILGN20_30,TRUE,TRUE,FALSE,KCHILGN20,30,gillnet,adult,1,30,2020-06-23,M,4,5,NA,NA,780,1,3,1.3,S,1933,NA,NA,NA,NA,YES,FALSE
gillnet_31,Chilkat_adults_185,Chilkat_event_1_185,NA,KCHILGN20_31,TRUE,TRUE,FALSE,KCHILGN20,31,gillnet,adult,1,31,2020-06-23,M,4,6,NA,NA,760,1,3,1.3,S,1934,NA,NA,NA,NA,YES,FALSE
gillnet_32,Chilkat_adults_186,Chilkat_event_1_186,NA,KCHILGN20_32,TRUE,TRUE,FALSE,KCHILGN20,32,gillnet,adult,1,32,2020-06-23,F,4,7,NA,NA,830,1,3,1.3,S,1936,NA,NA,NA,tag # out of sequence,YES,FALSE
gillnet_33,Chilkat_adults_187,Chilkat_event_1_187,NA,KCHILGN20_33,TRUE,TRUE,FALSE,KCHILGN20,33,gillnet,adult,1,33,2020-06-23,F,4,8,NA,NA,790,1,3,1.3,S,1935,NA,NA,NA,recovered Tahini 8.27.2020 length n/a,YES,FALSE
gillnet_34,Chilkat_adults_188,Chilkat_event_1_188,NA,KCHILGN20_34,TRUE,TRUE,FALSE,KCHILGN20,34,gillnet,adult,1,34,2020-06-24,F,5,1,NA,NA,860,1,3,1.3,S,1937,NA,NA,NA,NA,YES,FALSE
gillnet_35,Chilkat_adults_189,Chilkat_event_1_189,NA,KCHILGN20_35,TRUE,TRUE,FALSE,KCHILGN20,35,gillnet,adult,1,35,2020-06-24,F,5,2,NA,NA,785,1,3,1.3,S,1938,NA,NA,NA,NA,YES,FALSE
gillnet_36,Chilkat_adults_190,Chilkat_event_1_190,NA,KCHILGN20_36,TRUE,TRUE,FALSE,KCHILGN20,36,gillnet,adult,1,36,2020-06-24,F,5,3,NA,NA,775,1,3,1.3,S,1939,NA,NA,NA,NA,YES,FALSE
gillnet_37,Chilkat_adults_191,Chilkat_event_1_191,NA,KCHILGN20_37,FALSE,FALSE,FALSE,KCHILGN20,37,gillnet,adult,1,37,2020-06-24,M,5,4,NA,NA,760,1,3,1.3,S,1940,NA,NA,NA,NA,YES,FALSE
gillnet_38,Chilkat_adults_192,Chilkat_event_1_192,NA,KCHILGN20_38,TRUE,TRUE,FALSE,KCHILGN20,38,gillnet,adult,1,38,2020-06-24,F,5,5,NA,NA,900,1,4,1.4,S,1941,NA,NA,NA,NA,YES,FALSE
gillnet_39,Chilkat_adults_193,Chilkat_event_1_193,NA,KCHILGN20_39,TRUE,TRUE,FALSE,KCHILGN20,39,gillnet,adult,1,39,2020-06-25,M,6,1,NA,NA,800,1,3,1.3,S,1942,NA,NA,NA,NA,YES,FALSE
gillnet_40,Chilkat_adults_194,Chilkat_event_1_194,NA,KCHILGN20_40,TRUE,TRUE,FALSE,KCHILGN20,40,gillnet,adult,1,40,2020-06-25,F,6,2,NA,NA,840,1,4,1.4,S,1943,NA,NA,NA,NA,YES,FALSE
gillnet_41,Chilkat_adults_195,Chilkat_event_1_195,NA,KCHILGN20_41,TRUE,TRUE,FALSE,KCHILGN20,41,gillnet,adult,1,41,2020-06-25,M,6,3,NA,NA,750,1,3,1.3,S,1944,NA,NA,NA,NA,YES,FALSE
gillnet_42,Chilkat_adults_196,Chilkat_event_1_196,NA,KCHILGN20_42,TRUE,TRUE,FALSE,KCHILGN20,42,gillnet,adult,1,42,2020-06-25,F,6,4,NA,NA,770,1,3,1.3,S,1945,NA,NA,NA,NA,YES,FALSE
gillnet_43,Chilkat_adults_197,Chilkat_event_1_197,NA,KCHILGN20_43,TRUE,TRUE,FALSE,KCHILGN20,43,gillnet,adult,1,43,2020-06-25,M,6,5,NA,NA,780,1,3,1.3,S,1946,NA,NA,NA,NA,YES,FALSE
gillnet_44,Chilkat_adults_198,Chilkat_event_1_198,NA,KCHILGN20_44,TRUE,TRUE,FALSE,KCHILGN20,44,gillnet,adult,1,44,2020-06-25,M,6,6,NA,NA,720,1,3,1.3,S,1947,NA,NA,NA,NA,YES,FALSE
gillnet_45,Chilkat_adults_199,Chilkat_event_1_199,NA,KCHILGN20_45,TRUE,TRUE,FALSE,KCHILGN20,45,gillnet,adult,1,45,2020-06-25,M,6,7,NA,NA,630,1,2,1.2,S,1948,NA,NA,NA,NA,YES,FALSE
gillnet_46,Chilkat_adults_200,Chilkat_event_1_200,NA,KCHILGN20_46,TRUE,TRUE,FALSE,KCHILGN20,46,gillnet,adult,1,46,2020-06-26,F,7,1,NA,NA,860,1,3,1.3,S,1949,NA,NA,NA,NA,YES,FALSE
gillnet_47,Chilkat_adults_201,Chilkat_event_1_201,NA,KCHILGN20_47,FALSE,TRUE,FALSE,KCHILGN20,47,gillnet,adult,1,47,2020-06-26,F,7,2,NA,NA,800,1,4,1.4,S,1950,NA,NA,NA,recovered Kelsall 8.12.2020 F 800,YES,FALSE
gillnet_48,Chilkat_adults_202,Chilkat_event_1_202,NA,KCHILGN20_48,TRUE,TRUE,FALSE,KCHILGN20,48,gillnet,adult,1,48,2020-06-27,F,7,3,NA,NA,815,1,4,1.4,S,1951,NA,NA,NA,NA,YES,FALSE
gillnet_49,Chilkat_adults_203,Chilkat_event_1_203,NA,KCHILGN20_49,TRUE,TRUE,FALSE,KCHILGN20,49,gillnet,adult,1,49,2020-06-27,M,7,4,NA,NA,890,1,3,1.3,S,1952,NA,NA,NA,NA,YES,FALSE
gillnet_50,Chilkat_adults_204,Chilkat_event_1_204,NA,KCHILGN20_50,TRUE,TRUE,FALSE,KCHILGN20,50,gillnet,adult,1,50,2020-06-28,M,7,5,NA,NA,750,1,3,1.3,S,1953,NA,NA,NA,NA,YES,FALSE
gillnet_51,Chilkat_adults_205,Chilkat_event_1_205,NA,KCHILGN20_51,TRUE,TRUE,FALSE,KCHILGN20,51,gillnet,adult,1,51,2020-06-28,M,7,6,NA,NA,700,1,2,1.2,S,1954,NA,NA,NA,NA,YES,FALSE
gillnet_52,Chilkat_adults_206,Chilkat_event_1_206,NA,KCHILGN20_52,TRUE,TRUE,FALSE,KCHILGN20,52,gillnet,adult,1,52,2020-06-29,M,7,7,NA,NA,860,1,3,1.3,S,1955,NA,NA,NA,NA,YES,FALSE
gillnet_53,Chilkat_adults_207,Chilkat_event_1_207,NA,KCHILGN20_53,TRUE,TRUE,FALSE,KCHILGN20,53,gillnet,adult,1,53,2020-06-29,M,7,8,NA,NA,770,1,3,1.3,S,1956,NA,NA,NA,NA,YES,FALSE
gillnet_54,Chilkat_adults_208,Chilkat_event_1_208,NA,KCHILGN20_54,TRUE,TRUE,FALSE,KCHILGN20,54,gillnet,adult,1,54,2020-06-29,F,7,9,NA,NA,880,1,3,1.3,S,1957,NA,NA,NA,NA,YES,FALSE
gillnet_55,Chilkat_adults_209,Chilkat_event_1_209,NA,KCHILGN20_55,FALSE,FALSE,FALSE,KCHILGN20,55,gillnet,adult,1,55,2020-06-29,M,7,10,NA,NA,870,1,3,1.3,S,1958,NA,NA,NA,NA,YES,FALSE
gillnet_56,Chilkat_adults_210,Chilkat_event_1_210,NA,KCHILGN20_56,TRUE,TRUE,FALSE,KCHILGN20,56,gillnet,adult,1,56,2020-06-29,F,8,1,NA,NA,820,1,3,1.3,S,1959,NA,NA,NA,NA,YES,FALSE
gillnet_57,Chilkat_adults_211,Chilkat_event_1_211,NA,KCHILGN20_57,TRUE,TRUE,FALSE,KCHILGN20,57,gillnet,adult,1,57,2020-06-29,F,8,2,NA,NA,810,1,4,1.4,S,1960,NA,NA,NA,NA,YES,FALSE
gillnet_58,Chilkat_adults_212,Chilkat_event_1_212,NA,KCHILGN20_58,TRUE,TRUE,FALSE,KCHILGN20,58,gillnet,adult,1,58,2020-06-30,F,8,3,NA,NA,860,1,3,1.3,S,1961,NA,NA,NA,NA,YES,FALSE
gillnet_59,Chilkat_adults_213,Chilkat_event_1_213,NA,KCHILGN20_59,TRUE,TRUE,FALSE,KCHILGN20,59,gillnet,adult,1,59,2020-06-30,M,8,4,NA,NA,780,1,3,1.3,S,1962,NA,NA,NA,NA,YES,FALSE
gillnet_60,Chilkat_adults_214,Chilkat_event_1_214,NA,KCHILGN20_60,TRUE,TRUE,FALSE,KCHILGN20,60,gillnet,adult,1,60,2020-07-01,M,8,5,NA,NA,750,1,3,1.3,S,1963,NA,NA,NA,NA,YES,FALSE
gillnet_61,Chilkat_adults_215,Chilkat_event_1_215,NA,KCHILGN20_61,TRUE,TRUE,FALSE,KCHILGN20,61,gillnet,adult,1,61,2020-07-01,M,8,6,NA,NA,800,1,3,1.3,S,1964,NA,NA,NA,NA,YES,FALSE
gillnet_62,Chilkat_adults_216,Chilkat_event_1_216,NA,KCHILGN20_62,TRUE,TRUE,FALSE,KCHILGN20,62,gillnet,adult,1,62,2020-07-02,M,9,1,NA,NA,810,1,3,1.3,S,1965,NA,NA,NA,NA,YES,FALSE
gillnet_63,Chilkat_adults_217,Chilkat_event_1_217,NA,KCHILGN20_63,TRUE,TRUE,FALSE,KCHILGN20,63,gillnet,adult,1,63,2020-07-02,F,9,2,NA,NA,690,1,3,1.3,S,1966,NA,NA,NA,NA,YES,FALSE
gillnet_64,Chilkat_adults_218,Chilkat_event_1_218,NA,KCHILGN20_64,TRUE,TRUE,FALSE,KCHILGN20,64,gillnet,adult,1,64,2020-07-03,F,9,3,NA,NA,750,1,3,1.3,S,1967,NA,NA,NA,NA,YES,FALSE
gillnet_65,Chilkat_adults_219,Chilkat_event_1_219,NA,KCHILGN20_65,TRUE,TRUE,FALSE,KCHILGN20,65,gillnet,adult,1,65,2020-07-03,M,9,4,NA,NA,670,1,2,1.2,S,1968,NA,NA,NA,NA,YES,FALSE
gillnet_66,Chilkat_adults_220,Chilkat_event_1_220,NA,KCHILGN20_66,TRUE,TRUE,FALSE,KCHILGN20,66,gillnet,adult,1,66,2020-07-04,M,9,5,NA,NA,760,1,3,1.3,S,1969,NA,NA,NA,NA,YES,FALSE
gillnet_67,Chilkat_adults_221,Chilkat_event_1_221,NA,KCHILGN20_67,TRUE,TRUE,FALSE,KCHILGN20,67,gillnet,adult,1,67,2020-07-04,M,9,6,NA,NA,770,1,3,1.3,S,1970,NA,NA,NA,NA,YES,FALSE
gillnet_68,Chilkat_adults_222,Chilkat_event_1_222,NA,KCHILGN20_68,TRUE,TRUE,FALSE,KCHILGN20,68,gillnet,adult,1,68,2020-07-04,F,9,7,NA,NA,820,1,3,1.3,S,1971,NA,NA,NA,NA,YES,FALSE
gillnet_69,Chilkat_adults_223,Chilkat_event_1_223,NA,KCHILGN20_69,TRUE,TRUE,FALSE,KCHILGN20,69,gillnet,adult,1,69,2020-07-04,F,9,8,NA,NA,810,1,3,1.3,S,1972,NA,NA,NA,NA,YES,FALSE
gillnet_70,Chilkat_adults_224,Chilkat_event_1_224,NA,KCHILGN20_70,TRUE,TRUE,FALSE,KCHILGN20,70,gillnet,adult,1,70,2020-07-04,M,9,9,NA,NA,760,1,3,1.3,S,1973,NA,NA,NA,NA,YES,FALSE
gillnet_71,Chilkat_adults_225,Chilkat_event_1_225,NA,KCHILGN20_71,TRUE,TRUE,FALSE,KCHILGN20,71,gillnet,adult,1,71,2020-07-04,F,9,10,NA,NA,880,1,3,1.3,S,1974,NA,NA,NA,NA,YES,FALSE
gillnet_72,Chilkat_adults_226,Chilkat_event_1_226,NA,KCHILGN20_72,TRUE,TRUE,FALSE,KCHILGN20,72,gillnet,adult,1,72,2020-07-04,F,10,1,NA,NA,820,1,3,1.3,S,1975,NA,NA,NA,NA,YES,FALSE
gillnet_73,Chilkat_adults_227,Chilkat_event_1_227,NA,KCHILGN20_73,TRUE,TRUE,FALSE,KCHILGN20,73,gillnet,adult,1,73,2020-07-04,M,10,2,NA,NA,710,1,3,1.3,S,1976,NA,NA,NA,NA,YES,FALSE
gillnet_74,Chilkat_adults_228,Chilkat_event_1_228,NA,KCHILGN20_74,TRUE,TRUE,FALSE,KCHILGN20,74,gillnet,adult,1,74,2020-07-04,M,10,3,NA,NA,780,1,3,1.3,S,1977,NA,NA,NA,NA,YES,FALSE
gillnet_75,Chilkat_adults_229,Chilkat_event_1_229,NA,KCHILGN20_75,TRUE,TRUE,FALSE,KCHILGN20,75,gillnet,adult,1,75,2020-07-05,F,10,4,NA,NA,780,1,3,1.3,S,1978,NA,NA,NA,NA,YES,FALSE
gillnet_76,Chilkat_adults_230,Chilkat_event_1_230,NA,KCHILGN20_76,TRUE,TRUE,FALSE,KCHILGN20,76,gillnet,adult,1,76,2020-07-05,F,10,5,NA,NA,825,1,4,1.4,S,1979,NA,NA,NA,NA,YES,FALSE
gillnet_77,Chilkat_adults_231,Chilkat_event_1_231,NA,KCHILGN20_77,TRUE,TRUE,FALSE,KCHILGN20,77,gillnet,adult,1,77,2020-07-05,F,10,6,NA,NA,860,1,3,1.3,S,1980,NA,NA,NA,NA,YES,FALSE
gillnet_78,Chilkat_adults_232,Chilkat_event_1_232,NA,KCHILGN20_78,TRUE,TRUE,FALSE,KCHILGN20,78,gillnet,adult,1,78,2020-07-05,M,10,7,NA,NA,720,1,4,1.4,S,1981,NA,NA,NA,NA,YES,FALSE
gillnet_79,Chilkat_adults_233,Chilkat_event_1_233,NA,KCHILGN20_79,FALSE,TRUE,FALSE,KCHILGN20,79,gillnet,adult,1,79,2020-07-05,M,10,8,NA,NA,975,1,4,1.4,S,1982,NA,NA,NA,recovered Kelsall 8.26.2020 M 975,YES,FALSE
gillnet_80,Chilkat_adults_234,Chilkat_event_1_234,NA,KCHILGN20_80,TRUE,TRUE,FALSE,KCHILGN20,80,gillnet,adult,1,80,2020-07-05,F,10,9,NA,NA,790,1,4,1.4,S,1983,NA,NA,NA,NA,YES,FALSE
gillnet_81,Chilkat_adults_235,Chilkat_event_1_235,NA,KCHILGN20_81,FALSE,TRUE,FALSE,KCHILGN20,81,gillnet,adult,1,81,2020-07-05,F,10,10,NA,NA,830,1,3,1.3,S,1984,NA,NA,NA,recovered Tahini 8.5.2020 F 810,YES,FALSE
gillnet_82,Chilkat_adults_236,Chilkat_event_1_236,NA,KCHILGN20_82,TRUE,TRUE,FALSE,KCHILGN20,82,gillnet,adult,1,82,2020-07-06,F,11,1,NA,NA,880,1,3,1.3,S,1985,NA,NA,NA,NA,YES,FALSE
gillnet_83,Chilkat_adults_237,Chilkat_event_1_237,NA,KCHILGN20_83,TRUE,TRUE,FALSE,KCHILGN20,83,gillnet,adult,1,83,2020-07-06,M,11,2,NA,NA,830,1,3,1.3,S,1986,NA,NA,NA,NA,YES,FALSE
gillnet_84,Chilkat_adults_238,Chilkat_event_1_238,NA,KCHILGN20_84,TRUE,TRUE,FALSE,KCHILGN20,84,gillnet,adult,1,84,2020-07-07,M,11,3,NA,NA,840,1,3,1.3,S,1987,NA,NA,NA,NA,YES,FALSE
gillnet_85,Chilkat_adults_239,Chilkat_event_1_239,NA,KCHILGN20_85,FALSE,FALSE,FALSE,KCHILGN20,85,gillnet,adult,1,85,2020-07-07,M,11,4,NA,NA,680,1,2,1.2,S,1988,NA,NA,NA,NA,YES,FALSE
gillnet_86,Chilkat_adults_240,Chilkat_event_1_240,NA,KCHILGN20_86,TRUE,TRUE,FALSE,KCHILGN20,86,gillnet,adult,1,86,2020-07-07,M,11,5,NA,NA,820,1,3,1.3,S,1989,NA,NA,NA,NA,YES,FALSE
gillnet_87,Chilkat_adults_241,Chilkat_event_1_241,NA,KCHILGN20_87,TRUE,TRUE,FALSE,KCHILGN20,87,gillnet,adult,1,87,2020-07-07,F,11,6,NA,NA,720,1,3,1.3,S,1990,NA,NA,NA,NA,YES,FALSE
gillnet_88,Chilkat_adults_242,Chilkat_event_1_242,NA,KCHILGN20_88,TRUE,TRUE,FALSE,KCHILGN20,88,gillnet,adult,1,88,2020-07-07,M,11,7,NA,NA,830,1,3,1.3,S,1991,NA,NA,NA,NA,YES,FALSE
gillnet_89,Chilkat_adults_243,Chilkat_event_1_243,NA,KCHILGN20_89,TRUE,TRUE,FALSE,KCHILGN20,89,gillnet,adult,1,89,2020-07-07,F,11,8,NA,NA,780,1,3,1.3,S,1992,NA,NA,NA,NA,YES,FALSE
gillnet_90,Chilkat_adults_244,Chilkat_event_1_244,NA,KCHILGN20_90,TRUE,TRUE,FALSE,KCHILGN20,90,gillnet,adult,1,90,2020-07-07,F,11,9,NA,NA,830,1,3,1.3,S,1993,NA,NA,NA,NA,YES,FALSE
gillnet_91,Chilkat_adults_245,Chilkat_event_1_245,NA,KCHILGN20_91,TRUE,TRUE,FALSE,KCHILGN20,91,gillnet,adult,1,91,2020-07-08,F,12,1,NA,NA,775,1,3,1.3,S,1994,NA,NA,NA,NA,YES,FALSE
gillnet_92,Chilkat_adults_246,Chilkat_event_1_246,NA,KCHILGN20_92,TRUE,TRUE,FALSE,KCHILGN20,92,gillnet,adult,1,92,2020-07-08,F,12,2,NA,NA,820,1,3,1.3,S,1995,NA,NA,NA,NA,YES,FALSE
gillnet_93,Chilkat_adults_247,Chilkat_event_1_247,NA,KCHILGN20_93,TRUE,TRUE,FALSE,KCHILGN20,93,gillnet,adult,1,93,2020-07-09,F,12,3,NA,NA,820,1,3,1.3,S,1996,NA,NA,NA,NA,YES,FALSE
gillnet_94,Chilkat_adults_248,Chilkat_event_1_248,NA,KCHILGN20_94,TRUE,TRUE,FALSE,KCHILGN20,94,gillnet,adult,1,94,2020-07-09,F,12,4,NA,NA,825,1,3,1.3,S,1997,NA,NA,NA,NA,YES,FALSE
gillnet_95,Chilkat_adults_249,Chilkat_event_1_249,NA,KCHILGN20_95,TRUE,TRUE,FALSE,KCHILGN20,95,gillnet,adult,1,95,2020-07-09,F,12,5,NA,NA,820,1,3,1.3,S,1998,NA,NA,NA,NA,YES,FALSE
gillnet_96,Chilkat_adults_250,Chilkat_event_1_250,NA,KCHILGN20_96,TRUE,TRUE,FALSE,KCHILGN20,96,gillnet,adult,1,96,2020-07-09,M,12,6,NA,NA,720,1,3,1.3,S,1999,NA,NA,NA,NA,YES,FALSE
gillnet_97,Chilkat_adults_251,Chilkat_event_1_251,NA,KCHILGN20_97,TRUE,TRUE,FALSE,KCHILGN20,97,gillnet,adult,1,97,2020-07-10,F,13,1,NA,NA,760,1,3,1.3,S,2000,NA,NA,NA,NA,YES,FALSE
gillnet_98,Chilkat_adults_252,Chilkat_event_1_252,NA,KCHILGN20_98,TRUE,TRUE,FALSE,KCHILGN20,98,gillnet,adult,1,98,2020-07-10,F,13,2,NA,NA,825,1,3,1.3,S,2001,NA,NA,NA,NA,YES,FALSE
gillnet_99,Chilkat_adults_253,Chilkat_event_1_253,NA,KCHILGN20_99,TRUE,TRUE,FALSE,KCHILGN20,99,gillnet,adult,1,99,2020-07-11,M,13,3,NA,NA,800,1,3,1.3,S,2002,NA,NA,NA,recovered Tahini 8.27.2020 M 800,YES,FALSE
gillnet_100,Chilkat_adults_254,Chilkat_event_1_254,NA,KCHILGN20_100,TRUE,TRUE,FALSE,KCHILGN20,100,gillnet,adult,1,100,2020-07-12,M,13,4,NA,NA,805,1,3,1.3,S,2003,NA,NA,NA,NA,YES,FALSE
gillnet_101,Chilkat_adults_255,Chilkat_event_1_255,NA,KCHILGN20_101,FALSE,FALSE,FALSE,KCHILGN20,101,gillnet,adult,1,101,2020-07-12,M,13,5,NA,NA,620,1,3,1.3,S,2004,NA,NA,NA,NA,YES,FALSE
gillnet_102,Chilkat_adults_256,Chilkat_event_1_256,NA,KCHILGN20_102,TRUE,TRUE,FALSE,KCHILGN20,102,gillnet,adult,1,102,2020-07-12,F,13,6,NA,NA,770,1,3,1.3,S,2005,NA,NA,NA,NA,YES,FALSE
